	target
6197	1
6311	0
6718	0
10280	1
3280	0
6876	1
7598	0
5281	1
1827	0
6029	1
3695	0
6946	1
8818	0
4066	1
4618	0
11029	1
3469	0
7955	0
11351	0
8622	1
1166	0
5748	1
3211	0
10857	1
8545	0
9863	1
8923	1
10571	0
5046	1
9847	0
3966	0
2788	1
7999	1
9174	1
5077	1
8297	1
4966	0
7095	1
7822	1
11109	1
6294	0
2624	1
1030	0
2276	1
9628	1
3776	1
8612	0
4793	1
10774	0
9108	1
4992	0
11123	0
11122	0
10768	1
7707	0
1045	0
11176	1
10586	0
3605	1
6082	1
5940	1
7240	0
1885	0
8872	1
451	0
9384	1
6150	0
9463	1
7652	0
6572	0
8061	1
1615	1
9499	0
9040	0
3460	0
6414	1
8720	1
5164	1
9196	1
4819	0
3322	1
4903	1
4432	0
10881	1
3241	1
8973	0
11373	1
5533	1
5710	1
3773	0
1501	1
7805	1
7749	0
3062	0
4330	0
4647	1
3218	0
5575	1
7461	0
4144	0
10858	0
9563	0
1802	1
7859	0
5717	1
6977	0
4554	0
1607	0
6175	0
2935	0
6203	0
10128	1
2349	1
856	1
2647	0
3110	0
7722	0
10355	0
10221	1
6154	0
5826	1
4294	1
579	0
7241	1
2558	1
3677	0
4761	0
5997	0
3999	0
2068	0
2341	0
6634	1
2208	1
7388	1
2846	1
2861	0
7409	0
8169	1
7372	0
11051	1
2652	0
3835	0
2999	0
8658	1
11021	0
9865	0
9769	1
6644	0
7821	0
3405	0
8258	1
8130	1
8528	1
5779	1
5702	1
11015	1
5917	1
3214	1
7708	1
4560	0
5916	1
8916	1
2001	0
7799	0
11337	1
68	1
4063	0
10630	0
3034	1
8115	1
8135	0
10870	0
2630	1
9539	0
5936	0
2654	1
1770	0
4763	0
10299	0
9019	0
1126	1
4981	0
57	1
8849	1
1598	0
2798	1
5825	0
3965	1
4755	1
6378	1
1690	1
8440	1
8505	0
7433	1
5760	0
5380	0
7985	0
3804	0
7307	0
10557	1
2337	0
2243	1
6286	1
10624	1
937	0
2401	1
3647	1
6998	1
286	1
5550	1
2097	1
8868	0
8274	0
4246	0
11094	1
1331	0
7397	1
7406	1
9356	1
795	1
9039	1
4912	0
6356	0
6067	1
1288	0
6486	1
5800	0
1117	0
10873	0
4460	1
4517	0
179	0
4092	0
1665	1
9917	0
1036	0
5158	1
11195	1
1321	0
1812	1
6474	0
2334	1
130	0
1141	1
6273	1
4855	1
1682	1
663	0
6549	1
10242	0
4671	0
5243	0
11300	1
5899	1
3518	1
11193	1
7328	0
3041	0
9708	0
7585	1
1504	1
1115	1
6208	1
3369	0
3506	1
2857	0
4005	1
5115	0
2107	0
534	1
2711	0
1063	1
10597	0
8497	1
5437	1
7260	1
3733	1
6714	1
10818	1
5488	1
843	0
11076	0
5546	0
8835	0
9396	1
10380	0
9944	0
4741	0
6447	1
9123	1
6587	1
10427	0
9379	0
6583	1
6656	0
9902	0
10533	1
10003	1
9581	0
10730	1
2794	0
1644	1
7676	1
3066	1
9434	0
826	0
2992	1
9465	0
226	1
6746	1
11009	0
4901	1
10279	0
7310	1
2100	1
10951	0
3068	0
10580	0
4205	1
6531	0
3389	1
11074	0
2262	1
5000	0
3394	0
7039	1
10506	1
3022	1
6152	0
7434	1
9200	0
6836	0
2746	1
657	0
10082	1
7589	1
6412	0
6560	0
2131	0
1567	1
7972	0
4335	0
4135	1
1341	1
5858	0
9632	1
8645	1
1414	0
10470	0
10532	1
10918	0
9297	1
2696	1
3139	1
8717	0
4082	0
9757	1
10727	1
9077	1
9352	0
9819	1
6871	0
599	1
6802	1
7359	1
6782	0
10702	0
9805	1
5772	0
6300	1
6296	1
7346	0
5076	0
5653	1
7478	0
62	1
6424	1
6519	1
10554	0
7267	0
4841	1
10218	1
2874	0
10034	1
7932	1
152	0
4592	1
3919	0
1186	1
8345	0
4988	0
10485	0
5277	0
1125	0
6316	1
5908	0
4387	0
131	1
4539	1
2974	0
10522	1
11404	0
1841	1
9151	0
3128	0
8514	0
1353	1
1347	0
2020	0
859	0
7633	1
5738	1
9718	1
7746	1
6968	1
1057	0
5401	1
9813	1
3549	1
7664	0
6266	1
9821	1
5025	0
1464	0
1519	0
10010	1
4821	1
9986	1
7687	1
7179	0
8695	0
10830	1
5475	0
6767	0
5730	1
7275	0
1835	1
5816	0
3775	0
5148	1
1431	1
2649	1
1028	1
7671	0
656	1
9590	1
10887	0
2098	1
4894	0
9793	1
7666	1
5192	1
4982	1
473	1
7727	0
5990	1
8494	1
11394	0
5684	1
10658	1
3827	0
6754	1
3168	1
10587	1
4808	0
9028	1
3453	1
7232	0
9440	1
5629	1
6956	1
6991	1
5124	0
5433	1
2295	1
1055	0
4991	0
4669	1
9340	0
1796	0
7258	0
2604	1
9860	1
8541	1
8760	1
178	1
6827	0
3294	1
4887	1
7373	0
8569	0
557	1
287	0
5598	1
465	0
10054	1
9105	0
7294	1
163	0
7120	1
4739	1
4550	1
7800	0
10072	1
8098	0
2227	0
7782	1
7454	0
10104	1
10778	0
2252	0
6459	0
3555	1
4498	0
6667	0
3901	1
3876	0
1599	1
5709	1
3569	1
5692	1
8738	0
7968	1
11152	0
3606	1
1099	1
10809	0
1725	0
4273	1
3462	1
1093	1
5513	1
2211	1
8986	1
10261	1
8982	0
4861	0
385	0
3892	1
9832	1
8628	1
5543	1
5161	1
6588	1
1792	0
3852	0
7522	0
9221	0
4210	0
1216	0
147	1
3047	0
11112	1
1721	1
6199	0
1118	1
11208	0
7015	1
2431	1
520	0
2012	0
10877	1
1499	0
2213	1
5909	0
10345	0
2970	1
4181	1
7851	1
1204	0
9971	0
7192	0
167	1
12	1
7609	1
5775	1
7839	1
5258	1
9606	1
10987	1
7473	0
7810	0
1820	0
2903	0
7736	1
10397	1
120	0
4884	0
1049	1
495	0
3963	1
6092	1
1927	1
6438	1
4338	1
933	1
10894	1
725	1
8564	1
10466	1
8784	0
598	0
4416	1
10030	0
7541	0
11069	0
6278	0
687	1
10340	1
9836	0
6723	0
7206	0
8465	0
3935	1
3434	0
8182	1
4511	1
1490	1
6200	0
8422	1
10900	1
3490	1
7011	0
9398	1
2117	0
6578	1
814	1
6406	1
9443	1
8086	1
2532	0
6632	0
9054	0
7471	0
7207	0
5980	1
1362	0
4624	1
9622	1
5870	1
10930	1
8661	1
5486	0
8153	0
552	0
6003	1
10805	0
9195	0
2265	0
7685	0
4476	1
5030	1
975	0
1874	1
84	0
8452	0
4254	1
6697	1
297	1
5713	1
8575	1
4056	0
4002	0
519	1
5262	1
9508	1
6627	0
813	1
6675	1
4218	0
7022	0
4194	1
9119	0
2529	1
11010	1
7494	0
8975	1
1999	1
2733	0
9831	1
6903	1
1228	1
3504	0
4458	0
9569	0
7521	0
8674	1
7180	1
10563	0
4370	1
2390	0
4488	0
6743	0
936	1
10067	1
8276	1
4486	0
2775	1
4562	0
10777	0
524	1
3017	1
1817	1
4113	0
9390	0
3735	1
6331	1
5512	1
9186	0
6073	0
561	0
1584	0
4157	1
2681	0
10462	1
7560	0
5264	0
4675	0
1509	0
4720	1
9811	0
9609	1
5320	0
11378	1
5793	1
8017	1
3270	0
326	1
3822	1
11130	1
9976	1
2294	1
4636	1
4130	1
7077	0
4150	0
487	1
309	0
9055	0
9416	1
267	1
9593	1
5345	1
3204	0
9558	0
7452	0
3045	1
5833	1
7220	1
10592	1
8450	0
11424	1
10222	1
8097	0
7188	1
1734	0
4551	1
1261	0
6759	0
11325	1
4717	0
5777	0
6610	1
10288	1
10948	0
895	0
142	0
11413	0
8363	0
5492	1
7343	0
3915	1
7658	0
10745	0
1480	0
3949	1
7086	0
5414	1
10314	0
2682	0
5553	0
1082	0
4485	1
2809	1
10496	1
7368	0
3481	0
8598	1
730	0
2160	0
3592	0
5942	0
8495	0
4634	1
9029	0
1823	1
1675	1
5848	1
9293	1
1403	0
7703	0
3759	1
1971	1
3885	0
9630	0
629	0
228	1
11213	0
7823	0
7309	1
5231	0
8471	0
8416	0
4008	1
7536	0
255	1
9906	1
5813	0
2923	1
9791	0
2557	1
3503	1
6058	1
3070	0
9662	1
6128	0
7803	1
1217	0
9532	0
4242	0
803	1
3395	0
7712	0
5376	1
10962	1
7618	1
5079	0
9688	0
8131	1
4052	1
9353	1
2758	0
8804	1
5255	0
5369	0
10537	0
9709	0
7879	0
10762	0
4541	1
11061	1
9531	1
3856	0
596	0
9288	0
10195	1
2685	1
7629	0
9923	0
10884	1
5326	1
7121	1
9723	0
9198	1
8124	1
3825	0
5950	0
10290	1
4095	1
8437	0
2920	0
3020	0
2237	1
7532	0
3269	1
6885	1
5230	1
3117	0
9843	1
9111	1
8433	0
5377	1
4602	0
3824	0
6685	1
6912	0
2704	0
1932	0
1077	1
4142	0
6048	0
6	1
409	1
8883	1
5334	1
3203	0
6009	1
5036	1
10570	0
6106	1
8588	0
492	1
7573	0
3060	0
9137	0
7563	1
7488	1
2291	1
10531	0
9648	0
5915	1
5031	0
7153	1
5163	1
1351	0
2653	0
3772	0
714	0
881	1
4954	1
10579	1
7212	0
7621	0
8339	1
4878	1
10103	0
3027	1
8457	1
6512	1
6721	0
7127	1
10741	1
11048	1
1019	0
460	1
6835	0
9325	0
8566	1
9101	0
4091	1
10325	1
10208	0
8734	1
7680	1
10098	1
3794	1
8844	0
3430	0
4431	1
8326	0
5747	1
4604	1
8421	0
8036	0
4558	0
3937	1
2796	0
9644	1
10461	1
3465	1
7877	1
8181	0
5338	1
8279	0
9232	0
10759	0
1586	1
1568	0
4818	0
10876	1
1266	1
11340	1
10492	0
2896	1
4160	1
3950	1
10088	1
10802	0
1592	0
8142	1
6696	0
5453	0
7499	0
931	0
4180	0
8650	1
11362	1
8879	1
1076	0
6166	1
9018	0
5498	0
3446	1
9488	1
4673	0
9246	1
11143	1
10637	1
5728	0
1315	0
1292	1
593	0
6190	0
6271	0
6628	0
2493	1
6614	1
1142	1
11260	0
3502	0
7607	0
8100	1
5080	0
3223	1
5067	1
9274	1
1056	1
211	1
8532	1
10236	1
10028	0
10223	0
5891	0
4333	1
2009	0
9399	1
9681	1
1227	0
6780	0
10538	0
2079	1
7246	0
4115	0
10804	1
3758	1
10946	0
979	1
3570	1
9596	0
4099	0
927	1
7455	1
5378	1
8298	1
1293	0
2109	1
2924	1
10248	1
2730	0
10243	0
11188	1
7765	0
9251	0
3541	1
1861	0
6882	0
4862	0
9940	0
3390	0
10897	1
1921	0
7186	0
2022	0
64	0
2062	0
10312	1
1538	0
1389	1
8066	1
4840	1
213	0
6186	0
8535	1
10826	1
4314	0
10036	0
4003	0
2260	1
10145	1
9462	0
511	0
8392	0
5081	1
9429	1
3579	0
3845	0
7191	0
5399	0
11277	0
1327	0
5112	0
137	0
5261	1
1493	1
8486	0
9600	0
6518	0
932	0
1052	0
1427	1
10438	1
10713	1
2737	1
2732	0
11287	1
3597	0
1704	1
5425	0
9621	0
2505	1
968	0
8689	0
8572	1
6401	0
5471	1
3956	0
6192	0
10536	0
6193	1
9255	0
4430	1
8643	1
9422	1
4658	1
5266	1
1641	1
9583	1
5718	0
5149	0
8858	0
8556	1
9588	1
9312	1
4538	1
1628	1
2064	0
8854	0
754	1
6345	0
1191	0
10196	0
762	0
2680	0
2293	1
111	0
4259	0
10680	1
666	1
2441	0
8462	0
3640	0
623	0
628	0
10807	0
2324	1
6328	1
9974	1
4033	1
4529	0
8590	0
1580	1
3697	0
8278	1
997	0
372	0
4581	1
5981	0
7442	1
63	1
2125	0
6030	1
2400	1
10477	1
2806	0
1906	1
5466	0
11318	0
1238	0
8296	0
6682	0
11239	1
2621	1
8478	0
4959	0
9254	0
6579	0
3767	1
7157	1
10041	0
4402	1
1614	1
746	1
9937	1
6916	0
7809	1
8540	1
8787	1
5478	1
2475	0
10706	1
8000	1
7003	1
8780	1
1016	0
978	1
1879	1
6440	1
5454	0
3817	0
1029	1
6405	0
1136	0
7742	0
2873	0
6231	1
1826	1
7324	1
10672	1
8817	1
2238	1
2812	0
280	0
9088	1
6741	1
3129	0
5898	0
2156	1
3931	0
6717	1
1648	1
2572	0
10008	0
1189	1
7773	0
11003	1
7187	1
5412	0
9023	0
9867	1
1116	0
4263	1
7506	0
4367	1
7657	1
8906	1
10404	0
1474	1
117	1
6206	0
2007	1
4526	0
1500	1
10694	0
313	1
408	0
4994	1
4656	0
8995	0
10079	0
6890	0
2088	1
4358	1
3629	1
4990	0
8652	0
2244	1
7949	0
11023	1
800	0
1804	0
2172	0
10790	1
9021	0
4710	0
11167	1
7394	1
2215	1
10283	0
2764	1
196	0
9999	1
3906	1
4077	0
7513	1
6297	0
8922	0
5304	0
4232	1
8330	1
2700	1
546	0
6188	1
9963	1
2210	0
5571	0
10005	0
10198	0
1231	0
1664	0
3877	0
10358	0
8794	0
7606	0
11360	0
3732	0
763	1
3675	0
9812	1
8374	0
4055	0
4577	0
6382	1
5455	0
4364	0
7117	1
1687	0
4911	1
786	1
7401	1
3019	0
2595	1
7371	0
1521	1
3491	1
3924	1
5227	0
3910	0
4310	0
212	1
9542	1
1666	0
10255	0
8483	1
1747	1
7880	1
942	1
3248	1
7403	1
4350	1
7092	0
403	0
2635	1
8678	1
9000	1
8327	1
2517	0
9338	0
9741	0
3435	0
9418	0
1799	0
6178	1
2006	1
10507	0
9994	0
9079	0
8111	0
7714	1
765	0
3903	1
974	0
8073	0
3457	1
9199	1
9502	0
4015	0
4613	0
8956	1
8344	1
10333	0
3448	1
4170	0
4046	0
7476	0
4867	0
7591	1
10903	1
426	1
6133	0
3881	1
4378	0
8480	1
10281	1
2744	1
3442	1
8810	1
3375	0
8446	0
2562	0
9720	0
8845	0
2048	1
1813	0
311	1
8945	1
6093	0
4064	1
265	1
2514	1
8625	1
3760	0
3973	1
4796	1
402	1
484	0
7575	0
4285	1
6536	1
3172	1
10685	0
8733	0
7249	1
11212	0
4317	1
4749	1
10498	0
174	0
10379	0
3007	1
1478	0
7861	0
2591	0
0	1
1155	1
694	0
6856	0
7627	0
1656	0
365	1
2540	0
3032	1
4216	1
9883	1
690	1
9955	0
4505	1
9886	1
7557	1
218	1
4769	0
1514	1
7508	0
7037	1
4304	0
5299	1
4093	0
11206	0
9339	1
9015	1
4627	1
1145	0
8557	1
9282	0
8649	0
10050	0
5976	1
1411	0
8144	0
4065	1
8245	1
4813	1
6990	1
7060	0
2093	0
314	1
10445	1
2833	0
5371	1
3483	0
3970	1
7074	0
3138	0
4820	1
6797	0
1737	1
7491	1
2550	0
5410	1
8657	1
1554	1
1939	1
8783	0
5301	0
5764	0
7036	0
5102	0
6270	0
11007	0
4630	1
632	0
1588	1
3665	0
3367	0
7066	0
4845	1
6295	0
3831	0
3909	0
6347	1
2669	1
7507	0
3653	0
4597	1
5069	0
5501	0
9947	0
7688	0
10250	0
6380	1
6764	0
270	0
356	0
1613	1
6861	0
2578	0
3628	1
3545	0
4691	0
9848	1
8737	1
4479	0
563	0
7079	1
3164	0
2563	1
9637	1
9157	1
5390	0
4171	1
7441	1
9523	1
2419	1
5608	0
5121	1
548	0
1305	1
11047	0
7465	0
10006	1
2325	1
1854	1
2216	0
9571	1
4880	0
877	1
4712	1
489	0
1983	1
2038	1
9801	1
4918	0
398	0
624	1
3673	1
1570	1
1913	0
5811	1
10143	0
7065	1
10044	0
1011	1
1487	1
2740	0
3303	0
427	0
1954	1
5527	1
750	0
5001	1
3256	0
6387	1
939	1
10683	0
7636	0
10660	0
5236	1
11283	1
7783	1
2323	0
1692	0
9090	1
3296	0
3959	0
2772	0
5476	0
1806	1
10847	1
7761	1
7806	1
3149	0
2348	0
4457	0
5274	0
538	0
2234	1
8677	0
7143	1
7138	0
177	1
6224	0
2597	1
7576	0
8897	1
5720	0
6740	0
7245	1
485	1
871	1
6580	0
8918	0
6659	1
4645	1
549	1
6211	0
4955	0
5588	1
4284	1
11257	0
875	0
4500	1
5381	1
346	0
3940	0
3923	0
11138	1
11071	0
7684	1
5099	0
955	1
5878	1
3244	1
7526	1
9381	0
9774	0
5126	1
11365	0
2036	0
9576	1
10158	1
9417	0
616	0
9098	0
1736	0
9202	1
3174	0
6532	0
6183	1
2858	0
10418	1
1639	0
6276	0
7261	0
959	1
8609	1
6969	0
5953	0
2148	0
3875	0
8362	0
10401	1
4042	1
354	1
4108	0
11164	1
2442	1
7527	0
9750	0
3727	1
846	1
6756	1
11327	1
4497	0
9760	1
3326	1
7813	1
5810	0
6139	0
11085	1
10707	1
700	0
10391	0
7915	1
97	1
544	1
9647	1
7242	0
8829	0
3559	1
4290	1
4548	0
884	0
2956	1
6516	0
6983	1
6303	1
10175	0
3884	1
2099	0
6854	0
10959	1
10800	0
5006	1
9555	1
8601	0
3261	1
2481	1
5196	1
4121	0
11056	0
7966	0
10152	0
1382	0
4631	1
3080	1
10205	0
10456	1
2674	0
2248	1
1422	0
5593	0
175	0
424	1
10337	1
3920	1
4507	1
4200	1
1144	1
1680	1
4834	1
1895	0
7939	0
3428	1
6553	0
7126	0
7208	1
10219	0
676	1
1587	0
9891	0
3752	0
3186	0
8136	1
3239	0
9272	0
9670	0
6687	0
1668	0
8743	1
2906	0
3418	1
5214	1
594	0
9511	1
8962	1
2629	1
6169	0
2385	0
872	1
5228	0
1061	0
11308	0
10816	1
4972	0
568	0
3454	0
10285	0
1930	1
5539	0
6605	1
10916	0
5699	1
10472	0
11298	1
2877	1
8823	0
6335	1
5306	0
4188	1
6245	1
1369	1
104	0
5436	1
8700	1
10398	0
7237	1
5460	0
9550	1
11422	1
971	0
1994	0
4097	0
10012	1
6526	1
10928	1
3031	0
4401	0
10323	0
6397	1
1006	1
6308	1
2476	1
2569	1
384	0
10684	0
1237	1
2807	0
1711	0
1591	1
6706	1
10602	1
8952	0
747	1
2539	0
9530	0
6914	1
2623	1
8137	1
9919	1
9543	0
4588	1
8873	0
4393	1
3200	1
9095	0
10095	0
8739	0
8249	1
10436	0
565	1
1684	1
10645	1
10407	1
516	1
8199	0
6981	1
2094	0
9907	0
5967	1
3439	1
6429	1
6034	0
2366	0
10423	1
547	1
6643	0
9152	1
4802	1
820	0
6415	0
10119	1
3004	0
2702	0
2304	0
5755	1
10710	1
4322	1
3478	0
2104	1
10107	0
6172	0
9942	1
1398	0
6016	0
11065	1
7644	0
5759	1
1585	1
1248	0
3036	0
6177	1
7967	1
4155	1
6944	1
5397	0
497	0
6899	0
7635	1
8707	1
5929	1
4252	1
1904	0
4261	1
129	1
5812	1
1381	1
7080	0
3639	0
8586	0
9026	0
1795	0
683	0
7169	1
8113	0
387	0
3527	1
9281	0
8229	1
9170	0
3551	1
2074	1
11223	1
8310	0
9166	0
3681	0
7137	0
8096	1
2277	0
3693	0
6957	0
835	0
8857	1
9092	0
6666	1
3431	0
6661	0
7860	1
11296	0
10795	0
919	0
1333	1
2542	0
10714	1
2102	0
8792	0
9393	1
5636	0
5726	1
9455	1
58	0
6417	1
9837	1
4970	0
10622	1
11294	1
11371	1
8615	1
4665	1
8602	1
7902	0
9247	1
6692	0
500	1
8788	0
10668	0
8934	1
11350	1
3614	1
6104	0
9191	0
5055	1
3336	1
4734	1
10286	0
10115	0
3998	1
1496	1
6504	1
5169	0
10293	1
8833	1
7814	0
5570	1
4583	0
8719	1
3593	1
4854	0
4336	0
5847	1
10767	1
10068	1
6358	1
996	1
11173	1
3380	1
4133	0
3477	1
9959	1
6979	0
7161	1
2289	1
10855	1
4780	1
5763	0
10620	0
4206	0
93	0
1083	0
3520	0
8959	0
9559	1
2489	0
878	1
11058	0
3425	0
7738	0
10859	0
5131	1
3662	0
10206	1
3315	1
4995	0
10315	0
476	1
5366	1
9829	1
7067	0
3235	0
7024	1
553	1
1541	1
810	1
2805	1
9464	0
9292	0
1622	0
6575	1
2672	1
3524	0
8490	0
1140	0
351	1
4096	1
649	0
6259	1
3178	1
9830	0
10923	0
11190	0
3654	0
3978	0
8997	0
8944	1
8493	0
8632	0
1764	0
10190	0
848	0
2092	1
5567	0
336	1
407	0
4435	1
9473	1
4777	0
8736	1
5291	1
4448	0
4962	0
2029	1
4770	0
2367	0
10616	0
9364	1
7973	1
16	1
6534	1
3540	1
10488	0
733	1
7971	0
8489	1
9501	0
5714	1
6223	0
9385	1
11393	0
5913	1
6778	0
7477	1
2011	1
5082	0
3571	0
10074	1
10564	0
4158	1
7412	0
6881	0
10988	1
3976	0
6620	0
7828	0
9104	0
7619	0
7887	1
1320	0
10775	1
6768	1
494	1
4213	1
9520	0
5770	0
1181	0
8053	0
4276	1
5991	1
6839	0
5704	1
8851	0
923	0
192	0
9566	1
9061	1
2465	1
3784	0
7231	0
787	0
4873	1
10362	0
10307	0
9354	1
442	1
10850	1
11319	0
11016	0
4633	1
9651	0
11018	0
8623	1
10998	0
10726	1
9595	1
11387	0
6513	1
9489	0
5750	0
8415	1
2921	1
5393	1
6332	1
4600	1
1967	1
8241	1
10163	1
944	1
11063	0
1123	1
5547	0
3968	0
8262	0
9136	0
10342	0
89	1
2665	1
7700	1
3734	1
9234	0
9737	1
8778	0
828	0
8521	0
2136	1
4664	0
9527	0
11217	0
600	0
10257	0
688	1
6542	0
7315	1
5855	1
943	1
2820	0
10589	0
1661	0
973	1
5278	1
9898	1
2927	1
1767	1
10510	0
3721	0
4983	1
8234	1
11215	1
6480	1
10568	1
4384	0
6081	0
40	0
2756	1
10004	0
3757	0
8889	0
5370	0
1667	0
6530	1
11392	1
11305	0
9412	0
6194	1
9444	1
5928	1
1322	0
4831	0
10431	0
3314	0
6040	1
7277	1
11228	1
8516	1
4552	0
4496	1
3962	0
2063	0
3220	0
3658	0
8356	1
7545	0
11225	0
6434	0
10413	0
253	1
509	1
6151	1
1524	1
2687	0
4945	0
5139	0
3165	1
1630	0
9419	1
2200	1
10764	1
332	1
5233	1
6825	0
8219	1
4996	0
9235	0
5586	0
3941	1
8832	1
10035	1
10688	0
2317	1
4323	1
3254	0
3840	1
11200	0
2515	0
1970	0
4612	1
9003	0
6940	0
6118	0
6103	0
9961	1
7886	1
2415	0
1251	0
2280	0
10298	0
2426	1
9227	1
9851	1
4904	1
2747	0
6537	0
6509	1
5618	1
4513	0
7645	0
9988	0
6541	1
1938	0
585	1
10109	0
7456	0
2028	0
9586	0
4386	0
4303	1
1849	0
8376	0
10137	0
7228	0
4450	1
2813	1
2149	1
9432	1
4373	0
3602	1
7468	0
8578	0
5063	0
3567	1
10459	1
10260	1
5620	1
790	0
308	0
1596	1
6024	0
4886	1
10124	0
1706	0
637	0
3378	0
2738	0
9114	0
3714	0
10332	0
8803	0
4605	1
7834	1
6859	0
157	1
10856	1
5823	0
8570	0
3124	0
9172	1
867	1
4924	1
2359	1
3143	1
9483	1
9395	0
654	1
533	1
8758	0
953	1
7035	1
2673	0
2725	0
5711	0
7665	0
3325	0
3291	0
2797	0
7865	0
8413	0
9911	0
8680	1
10324	0
1540	1
11398	1
10919	0
1399	1
7570	1
261	1
3699	1
3276	1
1658	1
6076	1
3259	1
1738	0
8584	0
8748	1
6054	0
11027	1
2719	0
1776	0
6355	0
11408	0
7085	0
1254	1
4286	0
9193	1
4986	1
3700	1
4699	0
7122	1
7531	0
9605	1
8383	1
5383	1
4930	0
7790	1
1502	1
3641	1
6159	0
3777	1
2175	0
7660	0
4711	1
4325	0
8261	1
4837	0
11292	1
595	0
5123	0
3232	1
9952	1
9858	0
10786	1
3355	1
11084	0
9372	1
7909	1
1525	1
7841	0
10938	0
8633	1
11140	0
3087	1
6377	0
5576	0
3837	1
2377	1
7056	1
2434	1
9030	1
4571	1
7844	0
2666	1
6943	1
981	0
3286	1
7487	1
7269	1
6463	1
4084	0
3306	1
5689	1
5867	0
239	0
6202	1
1199	0
5	0
8023	1
9726	1
5040	0
466	1
2668	0
11406	1
8797	1
10494	1
9014	0
1787	1
5265	0
10945	1
6282	1
3994	0
3626	1
1891	0
4885	0
8846	0
7833	0
11226	1
10864	1
619	0
11367	0
9478	0
10907	0
4976	0
5504	1
5068	0
6684	1
10610	0
5947	1
4501	1
5939	1
3946	0
6209	1
3763	1
5357	0
7674	1
1782	0
3316	1
10025	0
6001	0
4540	1
10322	0
3362	1
4708	1
290	1
248	0
9849	1
3095	1
6517	0
7323	0
3271	1
4275	0
144	1
10967	1
1571	1
9557	1
9368	0
10663	0
4151	1
618	1
4683	1
2459	1
11019	1
3781	0
6315	0
2880	0
3191	0
1010	0
10478	0
638	0
10220	1
2777	1
2361	1
1462	1
5589	1
8512	1
2933	1
8814	1
7055	0
9213	0
6227	0
1433	1
8469	0
987	0
2184	0
7238	1
9069	0
8731	1
6958	1
709	1
1533	0
4700	1
6913	0
4395	0
1882	0
2298	1
1272	1
10425	0
1303	0
5275	0
2535	0
1291	1
10846	0
5842	0
3751	0
10108	0
9611	1
1589	0
9700	0
10246	1
11089	1
2270	1
8398	1
3850	0
10892	1
4856	1
6230	1
6220	0
6410	0
9631	1
883	0
2662	0
8353	1
8580	0
4684	0
9807	1
1757	0
5273	1
10019	1
2911	1
887	0
9901	0
3791	1
9179	1
8936	1
10981	0
818	1
6168	0
9161	1
8974	1
2480	0
7265	1
1984	0
6444	0
1034	0
7200	1
4030	1
3679	1
8055	0
3809	0
1258	1
479	1
10400	1
1934	0
4750	1
3888	0
4390	0
6460	0
590	0
7951	0
10406	1
7313	0
6582	0
5941	1
2067	0
3945	1
7104	0
4449	1
10797	1
4044	0
475	1
9704	0
5632	1
2320	1
4013	1
10151	1
1214	1
1621	1
4587	0
2473	0
7959	1
1473	1
8042	0
2461	1
148	0
9089	1
9956	0
10744	1
1151	1
8847	1
8316	0
7979	0
1788	1
2370	1
7892	0
2404	1
2201	0
5057	1
50	0
4366	1
4031	0
7561	1
3240	1
9676	1
4241	1
289	0
7198	0
8547	1
9665	1
1855	1
4249	1
4428	0
2837	1
3766	0
9684	0
11342	1
9654	1
4979	0
11231	1
2253	0
10801	0
845	1
9943	0
9135	1
802	0
9767	0
4532	0
668	0
9477	0
3113	1
11168	0
3836	0
3969	1
7353	0
10224	1
9968	0
9149	1
9870	1
6677	0
9859	1
392	0
5655	1
3803	1
3670	0
6953	0
11046	0
469	1
6777	0
7358	0
7911	0
9487	0
1103	1
4997	0
11289	1
11229	1
8698	0
4789	0
4824	1
4321	0
3379	1
3928	1
8282	1
4512	0
8269	0
7005	0
5270	0
611	0
4504	0
9448	1
9553	0
7259	0
11207	1
1224	0
3805	1
6084	1
4214	0
806	1
2527	0
5901	1
3957	1
7257	1
3922	0
5094	1
10724	0
8908	0
6407	0
5528	0
3225	1
11198	0
10612	0
5554	0
523	1
2177	1
6242	1
6925	1
306	0
6712	0
54	0
8180	1
5058	1
6730	0
2834	0
2815	1
7583	1
3574	0
10181	0
3517	0
8381	0
6770	1
10722	0
2267	1
9142	1
9763	0
9809	0
4654	0
2077	0
8843	1
5344	0
2231	1
5505	1
3807	0
1941	1
8990	0
9176	1
10179	0
6841	1
10031	1
9243	0
10135	0
6011	0
8010	1
1839	1
7025	1
10662	1
9732	0
7794	1
8963	0
2632	1
1068	0
6072	1
3073	0
4963	1
6829	0
1260	0
5440	0
7213	1
5509	1
7612	1
1556	1
260	1
2625	0
10970	1
7437	1
2651	1
3195	0
10245	0
8560	0
1900	0
908	0
1515	0
5607	1
9887	1
9889	1
11134	0
1975	0
10227	1
319	0
9597	1
7568	0
9514	0
10375	1
5086	0
4698	1
7829	0
9643	1
5522	0
7293	0
3053	0
9205	0
8009	1
1372	1
1039	0
2854	0
3642	1
4269	0
5778	1
6964	0
251	0
5715	1
9017	0
230	1
6818	1
6032	0
2506	1
1745	1
5577	1
2299	1
2840	1
2268	0
6849	1
7134	1
4898	1
7584	1
10534	1
4518	1
2976	1
9139	0
7502	0
7673	1
9041	0
2983	1
6858	1
3790	0
722	0
9268	1
3582	0
7628	0
3878	1
11320	1
1358	0
389	0
8409	1
6288	1
670	0
6652	0
5070	1
